"X","Y","Z","Acc","Time"
"0.4","-0.5","5.8","5.8","176.4"
"-1.3","-0.7","6.7","6.9","176.4"
"-2.9","-1.1","7.6","8.2","176.4"
"-3.8","-1.8","8.0","9.0","176.5"
"-3.7","-2.0","6.8","8.0","176.5"
"-3.1","-1.6","4.4","5.6","176.5"
"-2.2","-0.2","0.6","2.3","176.5"
"-1.2","1.3","-3.4","3.8","176.5"
"-1.2","2.7","-6.2","6.9","176.5"
"-1.7","3.7","-7.4","8.4","176.5"
"-1.3","4.2","-7.0","8.3","176.5"
"-0.1","4.4","-4.5","6.3","176.5"
"0.9","4.2","-1.1","4.4","176.5"
"1.3","3.7","1.8","4.3","176.5"
"3.1","3.4","-3.5","5.8","176.6"
"4.9","0.8","-4.2","6.5","176.6"
"2.2","-0.3","3.7","4.3","176.6"
"1.6","0.2","5.3","5.5","176.6"
"2.3","1.3","4.0","4.8","176.6"
"2.8","2.5","1.9","4.2","176.6"
"2.7","3.3","-0.6","4.3","176.6"
"2.0","3.8","-1.5","4.5","176.6"
"1.2","3.8","-0.3","4.0","176.6"
"0.1","3.5","1.6","3.8","176.6"
"-0.9","3.1","2.9","4.3","176.7"
"-1.3","2.9","2.9","4.3","176.7"
"-1.2","3.0","1.9","3.7","176.7"
"-1.2","2.9","0.9","3.3","176.7"
"-1.4","2.5","0.2","2.9","176.7"
"-1.6","2.0","-0.1","2.6","176.7"
"-1.5","1.4","-0.6","2.1","176.7"
"-1.2","0.8","-1.3","1.9","176.7"
"-0.8","0.1","-1.8","2.0","176.7"
"-0.6","-0.9","-2.0","2.3","176.7"
"0.5","-2.2","-3.1","3.8","176.8"
"1.7","-4.5","-8.0","9.3","176.8"
"-0.1","-10.5","-17.5","20.4","176.8"
"-8.1","-19.1","-28.1","34.9","176.8"
"-7.6","-17.3","-13.4","23.2","176.8"
"-1.3","-7.9","1.2","8.1","176.8"
"2.0","0.2","5.9","6.2","176.8"
"1.6","5.2","6.0","8.1","176.8"
"1.0","7.8","4.4","9.0","176.8"
"0.8","8.2","2.8","8.7","176.8"
"0.4","7.6","4.0","8.6","176.8"
"-0.1","6.5","4.7","8.0","176.9"
"-4.2","1.3","9.8","10.7","176.9"
"-8.3","-6.1","15.8","18.9","176.9"
"-8.2","-9.5","12.9","18.0","176.9"
"-1.3","-8.3","-0.3","8.4","176.9"
"3.4","-3.5","-3.4","5.9","176.9"
"5.4","1.2","-6.8","8.8","176.9"
"6.4","4.8","-2.7","8.4","176.9"
"5.8","6.0","0.1","8.3","176.9"
"4.9","5.4","1.3","7.4","176.9"
"5.1","4.3","2.7","7.2","177.0"
"5.5","3.5","3.8","7.5","177.0"
"3.7","1.7","4.7","6.2","177.0"
"0.9","-0.9","5.3","5.5","177.0"
"-1.3","-3.3","5.1","6.2","177.0"
"-2.1","-5.0","4.2","6.9","177.0"
"-1.6","-5.8","2.2","6.4","177.0"
"-0.5","-4.7","-0.5","4.8","177.0"
"0.7","-2.1","-2.8","3.6","177.0"
"1.6","0.4","-3.9","4.2","177.0"
"1.8","2.1","-4.0","4.9","177.0"
"1.4","3.0","-3.4","4.7","177.1"
"0.6","3.3","-2.4","4.1","177.1"
"0.2","3.2","-1.6","3.6","177.1"
"0.0","2.8","-1.1","3.0","177.1"
"-0.3","2.1","-0.8","2.3","177.1"
"-0.5","1.3","-0.7","1.6","177.1"
"-0.7","0.5","-0.5","1.0","177.1"
"-0.8","-0.3","-0.4","0.9","177.1"
"-0.7","-1.0","-0.3","1.3","177.1"
"-0.5","-1.3","-0.1","1.4","177.1"
"-0.2","-1.3","-0.1","1.3","177.2"
"-0.1","-1.2","-0.2","1.2","177.2"
"0.0","-1.0","-0.3","1.0","177.2"
"-0.1","-0.7","-0.3","0.8","177.2"
"-0.2","-0.5","-0.2","0.6","177.2"
"-0.2","-0.3","0.0","0.4","177.2"
"-0.3","-0.1","0.1","0.3","177.2"
"-0.3","0.0","-0.4","0.5","177.2"
"-1.3","0.0","-3.2","3.5","177.2"
"-1.9","0.2","-6.0","6.3","177.2"
"-1.9","0.4","-7.6","7.8","177.2"
"-1.4","0.2","-6.7","6.8","177.3"
"-0.6","-0.4","-3.2","3.3","177.3"
"0.4","-1.0","0.4","1.1","177.3"
"1.2","-0.8","2.4","2.8","177.3"
"1.5","-0.2","3.0","3.4","177.3"
"1.5","0.6","2.2","2.7","177.3"
"1.0","0.9","0.8","1.6","177.3"
"0.4","0.5","-0.4","0.8","177.3"
"-0.2","-0.1","-1.7","1.7","177.3"
"-1.2","-0.5","-4.8","5.0","177.3"
"-2.9","-1.3","-8.7","9.3","177.4"
"-2.4","-2.0","-4.6","5.6","177.4"
"-0.7","-2.6","2.4","3.6","177.4"
"0.7","-2.4","6.0","6.5","177.4"
"1.4","-1.7","6.5","6.9","177.4"
"1.4","-1.3","5.5","5.8","177.4"
"1.2","-1.1","4.5","4.8","177.4"
"1.3","-1.3","3.3","3.8","177.4"
"1.2","-2.2","3.0","3.9","177.4"
"0.7","-3.2","3.4","4.7","177.4"
"-0.2","-3.8","3.9","5.4","177.5"
"-1.8","-3.7","5.3","6.7","177.5"
"-3.5","-3.8","7.7","9.3","177.5"
"-4.4","-3.5","7.7","9.5","177.5"
"-4.4","-2.3","5.1","7.1","177.5"
"-3.1","-0.1","1.2","3.3","177.5"
"-1.6","2.8","-2.8","4.3","177.5"
"-0.7","5.0","-6.6","8.3","177.5"
"-0.7","6.2","-8.6","10.6","177.5"
"-0.2","6.4","-8.2","10.4","177.5"
"-0.1","5.7","-6.1","8.3","177.5"
"0.3","4.7","-4.2","6.3","177.6"
"1.4","3.3","-4.8","6.0","177.6"
"1.6","1.3","0.1","2.1","177.6"
"1.5","0.5","5.0","5.2","177.6"
"1.4","1.0","6.7","6.9","177.6"
"2.0","2.0","5.4","6.1","177.6"
"3.0","2.8","1.9","4.5","177.6"
"3.3","3.4","-0.5","4.8","177.6"
"3.1","3.8","0.2","4.9","177.6"
"2.8","4.1","1.4","5.2","177.6"
"2.1","3.9","2.0","4.9","177.7"
"1.0","3.3","2.1","4.0","177.7"
"-0.1","2.5","1.7","3.0","177.7"
"-0.9","1.9","1.0","2.3","177.7"
"-1.2","1.5","0.5","2.0","177.7"
"-1.2","1.2","0.1","1.7","177.7"
"-1.0","1.0","-0.1","1.4","177.7"
"-0.9","0.8","0.0","1.2","177.7"
"-0.4","0.6","-0.4","0.8","177.7"
"0.1","0.4","-1.1","1.2","177.7"
"0.5","-0.1","-2.2","2.3","177.7"
"1.0","-1.3","-3.2","3.6","177.8"
"1.5","-3.6","-6.9","7.9","177.8"
"0.7","-8.1","-13.4","15.7","177.8"
"-5.1","-15.5","-23.5","28.6","177.8"
"-9.5","-16.6","-16.4","25.2","177.8"
"-4.1","-8.9","-2.5","10.1","177.8"
"1.2","-0.4","2.6","2.9","177.8"
"3.2","5.0","3.8","7.0","177.8"
"2.8","7.4","3.9","8.8","177.8"
"1.7","7.5","3.3","8.4","177.8"
"0.5","6.5","3.3","7.3","177.9"
"-1.0","4.8","3.7","6.1","177.9"
"-5.0","-0.3","5.2","7.2","177.9"
"-7.7","-5.9","12.4","15.7","177.9"
"-7.6","-9.8","13.1","18.0","177.9"
"-2.2","-10.3","4.4","11.4","177.9"
"1.1","-5.8","2.2","6.3","177.9"
"3.0","-1.0","-6.9","7.6","177.9"
"5.9","4.9","-1.6","7.8","177.9"
"5.7","7.2","1.3","9.3","177.9"
"4.6","7.1","2.1","8.7","178.0"
"4.0","6.1","2.4","7.7","178.0"
"3.5","4.6","3.2","6.6","178.0"
"2.4","3.0","3.4","5.1","178.0"
"0.5","0.9","4.3","4.4","178.0"
"-1.0","-1.1","5.2","5.4","178.0"
"-1.0","-2.5","4.1","4.9","178.0"
"0.1","-3.2","2.1","3.8","178.0"
"1.0","-3.4","0.4","3.6","178.0"
"1.4","-3.2","-0.7","3.6","178.0"
"1.6","-2.2","-1.1","2.9","178.0"
"1.1","-1.0","-0.9","1.7","178.1"
"0.3","0.1","-1.0","1.0","178.1"
"0.0","0.9","-1.4","1.7","178.1"
"-0.1","1.5","-1.7","2.3","178.1"
"-0.1","1.9","-1.9","2.7","178.1"
"0.1","2.0","-1.9","2.8","178.1"
"0.3","1.8","-1.6","2.4","178.1"
"0.6","1.4","-1.6","2.2","178.1"
"0.7","0.8","-1.7","2.0","178.1"
"0.8","0.1","-1.7","1.9","178.1"
"0.7","-0.5","-1.7","1.9","178.2"
"0.7","-0.9","-1.9","2.2","178.2"
"0.6","-0.7","-3.0","3.1","178.2"
"-0.3","-0.6","-3.2","3.3","178.2"
"-0.9","-0.6","-3.2","3.4","178.2"
"-1.2","-0.6","-2.9","3.2","178.2"
"-1.3","-0.5","-2.1","2.5","178.2"
"-1.2","-0.4","-0.8","1.5","178.2"
"-0.9","-0.4","0.3","1.0","178.2"
"-0.4","-0.3","0.9","1.0","178.2"
"0.1","-0.1","1.2","1.2","178.2"
"0.5","0.1","1.1","1.2","178.3"
"0.8","0.3","0.7","1.1","178.3"
"0.8","0.3","0.2","0.9","178.3"
"0.8","0.4","-0.8","1.2","178.3"
"0.6","0.3","-2.2","2.3","178.3"
"0.1","-0.1","-3.0","3.0","178.3"
"-0.3","-0.8","-2.2","2.4","178.3"
"-0.3","-1.6","-0.6","1.7","178.3"
"0.1","-1.8","0.5","1.9","178.3"
"0.4","-1.4","0.9","1.7","178.3"
"0.4","-0.8","0.7","1.1","178.4"
"0.3","-0.2","-0.1","0.4","178.4"
"-0.1","0.2","-1.7","1.7","178.4"
"-0.8","0.0","-4.2","4.3","178.4"
"-2.0","-0.8","-6.7","7.0","178.4"
"-2.4","-1.4","-6.0","6.6","178.4"
"-1.4","-1.5","-1.9","2.8","178.4"
"-0.3","-1.5","2.2","2.7","178.4"
"0.7","-0.9","5.2","5.3","178.4"
"0.9","-0.5","7.0","7.1","178.4"
"1.0","-0.5","6.9","7.0","178.5"
"0.5","-1.1","6.0","6.1","178.5"
"-0.3","-1.9","5.7","6.0","178.5"
"-1.4","-2.7","6.1","6.8","178.5"
"-3.0","-3.7","7.3","8.7","178.5"
"-4.8","-4.6","8.3","10.6","178.5"
"-5.6","-4.6","8.0","10.8","178.5"
"-4.6","-3.0","3.9","6.7","178.5"
"-2.5","-0.3","-1.7","3.0","178.5"
"-1.6","2.7","-5.7","6.5","178.5"
"-2.2","4.6","-8.7","10.1","178.5"
"-2.0","5.5","-9.8","11.4","178.6"
"-0.9","5.6","-8.1","9.9","178.6"
"0.1","5.0","-3.8","6.3","178.6"
"0.7","4.2","0.9","4.4","178.6"
"1.0","3.7","3.3","5.1","178.6"
"2.3","3.6","-0.9","4.4","178.6"
"3.4","2.3","-2.6","4.9","178.6"
"2.4","1.2","2.5","3.7","178.6"
"1.8","1.1","4.7","5.2","178.6"
"2.3","1.7","1.7","3.3","178.6"
"2.9","2.4","0.7","3.8","178.7"
"3.7","3.0","1.6","5.0","178.7"
"3.9","3.3","2.3","5.6","178.7"
"3.6","3.3","2.2","5.4","178.7"
"2.3","2.8","1.5","3.9","178.7"
"1.0","2.2","0.2","2.4","178.7"
"0.2","1.7","-0.7","1.8","178.7"
"-0.3","1.4","-0.4","1.5","178.7"
"-0.4","1.2","0.2","1.3","178.7"
"-0.3","1.1","0.7","1.3","178.7"
"0.0","0.9","0.8","1.2","178.7"
"0.1","0.6","0.8","1.0","178.8"
"0.1","0.4","-0.2","0.5","178.8"
"0.5","0.1","-2.0","2.1","178.8"
"1.5","-0.9","-3.3","3.7","178.8"
"1.5","-3.0","-5.8","6.7","178.8"
"-1.5","-6.8","-11.8","13.7","178.8"
"-6.4","-10.6","-19.6","23.2","178.8"
"-9.8","-12.3","-20.3","25.7","178.8"
"-5.7","-8.4","-10.7","14.7","178.8"
"-0.4","-2.1","-0.5","2.2","178.8"
"1.9","2.6","5.0","5.9","178.9"
"2.1","5.5","6.2","8.5","178.9"
"1.6","6.2","4.7","7.9","178.9"
"0.9","5.5","4.2","7.0","178.9"
"0.9","4.4","6.6","8.0","178.9"
"0.8","3.3","9.5","10.1","178.9"
"-1.0","1.0","12.6","12.7","178.9"
"-4.1","-3.5","17.6","18.4","178.9"
"-5.9","-7.7","18.2","20.6","178.9"
"-2.3","-12.4","-10.6","16.5","178.9"
"-2.4","-9.6","-24.9","26.8","178.9"
"-1.2","-5.0","-13.0","14.0","179.0"
"3.8","2.4","4.7","6.5","179.0"
"5.6","6.4","8.4","12.0","179.0"
"6.3","7.9","7.3","12.5","179.0"
"5.6","7.7","5.2","10.8","179.0"
"4.7","6.1","4.1","8.7","179.0"
"2.2","3.3","4.0","5.6","179.0"
"-0.3","0.7","4.0","4.1","179.0"
"-1.8","-1.6","3.9","4.6","179.0"
"-2.1","-3.3","3.3","5.1","179.0"
"-1.3","-4.1","1.6","4.6","179.1"
"-0.1","-4.1","-0.6","4.1","179.1"
"0.8","-4.0","-1.7","4.4","179.1"
"0.9","-3.3","-2.2","4.1","179.1"
"0.6","-1.9","-1.7","2.6","179.1"
"0.3","-0.5","-1.3","1.4","179.1"
"0.3","0.8","-1.3","1.6","179.1"
"0.3","1.7","-1.5","2.3","179.1"
"0.2","2.2","-1.7","2.8","179.1"
"0.5","2.5","-1.7","3.1","179.1"
"0.9","2.5","-1.5","3.1","179.2"
"1.2","2.4","-1.3","3.0","179.2"
"1.4","1.9","-1.4","2.7","179.2"
"1.3","1.2","-1.4","2.3","179.2"
"1.0","0.4","-1.3","1.7","179.2"
"0.7","-0.1","-2.4","2.5","179.2"
"0.1","-0.3","-3.1","3.1","179.2"
"-0.6","-0.4","-3.0","3.1","179.2"
"-1.1","-0.8","-2.0","2.4","179.2"
"-1.1","-1.0","-0.5","1.6","179.2"
"-0.7","-1.0","0.7","1.4","179.2"
"-0.4","-0.5","1.4","1.5","179.3"
"-0.1","0.3","1.6","1.6","179.3"
"0.1","0.8","1.4","1.6","179.3"
"0.2","0.9","1.3","1.6","179.3"
"0.1","0.5","1.0","1.1","179.3"
"0.2","0.0","0.6","0.6","179.3"
"0.3","-0.5","0.2","0.6","179.3"
"0.4","-0.7","-0.4","0.9","179.3"
"0.1","-0.7","-1.8","1.9","179.3"
"-0.7","-0.5","-4.8","4.9","179.3"
"-1.8","-0.7","-6.6","6.9","179.4"
"-1.7","-1.3","-3.5","4.1","179.4"
"-0.4","-1.8","1.0","2.1","179.4"
"0.8","-1.7","2.8","3.4","179.4"
"1.4","-1.1","2.6","3.2","179.4"
"1.5","-0.6","1.9","2.5","179.4"
"1.4","-0.5","1.2","1.9","179.4"
"1.1","-0.7","0.3","1.3","179.4"
"0.3","-1.0","-1.2","1.6","179.4"
"-0.8","-1.4","-2.8","3.2","179.4"
"-1.8","-2.0","-3.7","4.6","179.4"
"-2.3","-1.9","-4.0","5.0","179.5"
"-2.3","-1.1","-3.4","4.2","179.5"
"-1.5","-0.4","-0.3","1.6","179.5"
"-0.7","0.1","2.9","3.0","179.5"
"0.1","0.5","5.2","5.2","179.5"
"0.2","1.0","6.6","6.7","179.5"
"-0.8","1.0","6.5","6.6","179.5"
"-2.3","0.5","6.6","7.0","179.5"
"-3.7","-0.4","7.1","8.0","179.5"
"-4.4","-1.4","6.8","8.2","179.5"
"-4.9","-2.5","6.1","8.2","179.6"
"-5.1","-3.1","4.3","7.4","179.6"
"-4.8","-2.8","0.9","5.6","179.6"
"-3.8","-1.1","-3.2","5.1","179.6"
"-1.7","1.2","-8.0","8.3","179.6"
"-0.8","2.8","-11.8","12.2","179.6"
"0.9","3.8","-9.5","10.3","179.6"
"2.2","3.7","-3.1","5.3","179.6"
"2.8","3.5","2.0","4.9","179.6"
"3.6","3.6","2.8","5.8","179.6"
"7.9","3.1","-6.6","10.8","179.7"
"5.0","0.8","3.4","6.1","179.7"
"2.0","0.4","7.7","8.0","179.7"
"1.6","1.2","6.5","6.8","179.7"
"2.2","2.2","3.0","4.3","179.7"
"2.9","2.7","-2.4","4.6","179.7"
"2.8","2.8","-3.2","5.1","179.7"
"2.2","2.8","-2.3","4.2","179.7"
"1.4","2.9","-1.3","3.5","179.7"
"0.9","2.9","0.2","3.0","179.7"
"0.5","3.0","1.6","3.4","179.7"
"0.3","3.2","2.5","4.1","179.8"
"0.5","3.4","2.6","4.3","179.8"
"0.3","3.4","2.1","4.0","179.8"
"-0.2","2.9","1.5","3.3","179.8"
"-0.9","2.0","0.9","2.4","179.8"
"-1.3","0.8","0.4","1.6","179.8"
"-1.1","-0.1","-0.3","1.1","179.8"
"-0.4","-0.7","-1.1","1.4","179.8"
"-0.2","-1.2","-2.1","2.4","179.8"
"0.1","-1.8","-4.1","4.5","179.8"
"1.5","-3.1","-6.5","7.4","179.9"
"1.4","-5.6","-8.7","10.4","179.9"
"-3.0","-8.1","-16.8","18.9","179.9"
"-9.1","-10.6","-18.6","23.3","179.9"
"-8.2","-9.1","-9.4","15.4","179.9"
"-1.7","-2.9","-3.0","4.5","179.9"
"3.2","2.4","-0.3","4.0","179.9"
"4.3","4.4","1.2","6.3","179.9"
"2.8","3.7","1.2","4.8","179.9"
"0.3","1.4","4.2","4.4","179.9"
"-4.4","-2.9","13.9","14.9","179.9"
"-6.4","-5.9","19.8","21.6","180.0"
"-3.5","-6.5","16.6","18.2","180.0"
"2.8","-6.0","3.6","7.5","180.0"
"3.6","-2.6","0.7","4.5","180.0"
"2.6","1.9","-0.3","3.2","180.0"
"2.0","5.2","-9.3","10.8","180.0"
"2.2","6.6","-3.4","7.7","180.0"
"2.0","6.5","1.2","6.9","180.0"
"1.2","5.8","3.3","6.8","180.0"
"-0.1","3.9","4.0","5.6","180.0"
"-1.3","1.7","4.0","4.5","180.1"
"-1.7","0.2","3.4","3.8","180.1"
"-1.6","-0.8","2.5","3.1","180.1"
"-1.2","-1.6","1.7","2.6","180.1"
"-0.2","-1.8","1.0","2.1","180.1"
"0.8","-2.0","0.4","2.2","180.1"
"1.6","-2.1","0.1","2.6","180.1"
"2.1","-2.1","-0.1","3.0","180.1"
"1.9","-1.7","0.0","2.5","180.1"
"1.2","-1.0","0.6","1.7","180.1"
"0.7","-0.5","0.4","0.9","180.2"
"0.4","0.1","-0.2","0.5","180.2"
"0.5","0.5","-0.9","1.1","180.2"
"0.8","0.9","-1.5","1.9","180.2"
"1.1","1.1","-1.9","2.5","180.2"
"1.5","1.1","-2.2","2.9","180.2"
"1.7","0.9","-2.2","2.9","180.2"
"1.8","0.5","-2.2","2.9","180.2"
"1.7","0.1","-2.0","2.6","180.2"
"1.4","-0.3","-1.8","2.3","180.2"
"1.1","-0.9","-2.4","2.8","180.2"
"1.1","-1.5","-3.1","3.6","180.3"
"0.7","-1.9","-2.7","3.4","180.3"
"-0.1","-1.8","-1.5","2.3","180.3"
"-0.4","-1.2","-0.4","1.3","180.3"
"-0.6","-0.3","0.2","0.7","180.3"
"-0.5","0.3","0.7","0.9","180.3"
"-0.3","0.6","0.8","1.0","180.3"
"-0.1","0.8","0.7","1.1","180.3"
"0.0","0.7","0.7","1.0","180.3"
"0.0","0.3","0.8","0.9","180.3"
"-0.1","-0.1","1.0","1.0","180.4"
"-0.1","-0.4","0.9","1.0","180.4"
"-0.3","-0.6","1.2","1.4","180.4"
"-0.6","-0.6","1.5","1.7","180.4"
"-1.0","-0.4","1.9","2.2","180.4"
"-1.4","-0.1","1.7","2.2","180.4"
"-2.1","0.1","0.3","2.1","180.4"
"-2.6","0.1","-1.6","3.1","180.4"
"-2.7","-0.2","-3.0","4.0","180.4"
"-2.3","-0.4","-3.1","3.9","180.4"
"-1.8","-0.6","-2.5","3.1","180.4"
"-1.4","-1.2","-1.9","2.6","180.5"
"-1.2","-2.3","-1.3","2.9","180.5"
"-0.8","-3.1","-1.3","3.5","180.5"
"0.0","-2.8","-1.8","3.3","180.5"
"0.6","-2.1","-2.1","3.0","180.5"
"0.3","-1.1","-2.0","2.3","180.5"
"-0.9","0.0","-2.6","2.8","180.5"
"-1.2","0.9","-1.6","2.2","180.5"
"-0.3","1.2","1.5","1.9","180.5"
"0.7","1.3","4.7","4.9","180.5"
"1.1","1.5","6.9","7.1","180.6"
"0.6","1.5","7.3","7.5","180.6"
"-0.7","0.9","6.9","7.0","180.6"
"-1.5","0.3","6.2","6.4","180.6"
"-1.3","0.0","5.5","5.7","180.6"
"-0.9","-0.3","4.3","4.4","180.6"
"-0.6","-0.2","2.4","2.5","180.6"
"-0.4","-0.3","0.2","0.5","180.6"
"-0.1","-0.2","-1.6","1.6","180.6"
"-0.6","-0.2","-3.4","3.5","180.6"
"-2.3","-0.4","-4.7","5.2","180.7"
"-2.6","0.2","-4.3","5.0","180.7"
"0.1","0.4","-18.4","18.4","180.7"
"2.0","-0.9","-6.8","7.1","180.7"
"2.2","-0.6","3.3","4.0","180.7"
"2.8","0.5","7.3","7.8","180.7"
"3.7","2.0","6.7","7.9","180.7"
"4.1","3.1","3.4","6.2","180.7"
"3.0","3.3","0.3","4.5","180.7"
"1.7","3.1","-1.0","3.7","180.7"
"1.0","2.8","-0.7","3.1","180.7"
"0.6","2.7","0.1","2.8","180.8"
"0.4","2.7","0.7","2.8","180.8"
"0.5","2.9","0.9","3.1","180.8"
"0.6","3.2","1.2","3.5","180.8"
"0.5","3.2","1.7","3.7","180.8"
"0.2","3.2","2.1","3.8","180.8"
"-0.1","3.2","2.0","3.8","180.8"
"-0.5","3.1","1.6","3.5","180.8"
"-0.8","2.7","1.0","3.0","180.8"
"-1.0","2.1","0.4","2.4","180.8"
"-1.0","1.5","-0.1","1.8","180.9"
"-0.7","1.1","-0.6","1.4","180.9"
"-0.5","0.5","-1.2","1.4","180.9"
"-0.5","0.0","-2.4","2.5","180.9"
"-0.1","-0.6","-3.9","3.9","180.9"
"1.0","-2.3","-6.0","6.5","180.9"
"-0.7","-6.4","-11.0","12.7","180.9"
"-6.1","-10.9","-21.3","24.7","180.9"
"-8.2","-13.7","-16.4","22.9","180.9"
"-4.2","-10.4","-6.2","12.8","180.9"
"1.0","-2.7","-1.1","3.1","180.9"
"3.7","3.1","0.5","4.9","181.0"
"3.4","4.8","-1.0","6.0","181.0"
"0.6","1.9","-4.5","4.9","181.0"
"-4.8","-5.7","6.3","9.8","181.0"
"-7.2","-8.2","21.6","24.2","181.0"
"-2.9","-5.8","21.2","22.2","181.0"
"3.7","0.0","12.9","13.4","181.0"
"6.8","5.4","6.2","10.7","181.0"
"6.1","8.3","1.3","10.4","181.0"
"4.5","8.5","-0.6","9.6","181.0"
"2.9","7.7","-1.8","8.4","181.1"
"2.0","6.6","-3.0","7.5","181.1"
"1.2","5.6","-5.0","7.6","181.1"
"-1.0","1.9","1.2","2.5","181.1"
"-2.7","-0.9","4.9","5.7","181.1"
"-3.1","-3.2","4.7","6.5","181.1"
"-2.3","-4.4","3.2","5.9","181.1"
"-0.9","-4.7","2.1","5.2","181.1"
"0.7","-4.6","1.1","4.8","181.1"
"2.8","-4.6","0.4","5.4","181.1"
"4.4","-4.4","-1.2","6.3","181.1"
"3.9","-4.6","-2.3","6.5","181.2"
"1.2","-4.1","-2.7","5.1","181.2"
"-1.3","-2.5","-2.2","3.6","181.2"
"-2.1","-0.7","-1.4","2.6","181.2"
"-1.6","1.1","-0.9","2.1","181.2"
"-0.6","2.7","-1.3","3.1","181.2"
"0.2","3.6","-1.8","4.0","181.2"
"1.2","4.3","-5.6","7.2","181.2"
"1.7","4.3","-6.6","8.1","181.2"
"1.3","3.4","-4.0","5.4","181.2"
"0.6","2.2","-0.7","2.4","181.3"
"0.0","1.1","1.5","1.9","181.3"
"-0.2","0.5","2.6","2.7","181.3"
"-0.1","0.2","3.0","3.0","181.3"
"0.1","0.0","2.6","2.6","181.3"
"0.2","0.0","1.8","1.8","181.3"
"0.3","0.2","1.2","1.3","181.3"
"0.1","0.2","1.0","1.0","181.3"
"-0.2","0.1","1.0","1.0","181.3"
"-0.4","0.0","0.9","1.0","181.3"
"-0.5","-0.2","0.8","1.0","181.4"
"-0.6","-0.3","0.6","0.9","181.4"
"-0.5","-0.5","0.5","0.9","181.4"
"-0.5","-1.0","0.4","1.2","181.4"
"-0.6","-1.5","0.4","1.7","181.4"
"-0.4","-1.8","0.3","1.9","181.4"
"-0.3","-2.0","0.3","2.0","181.4"
"-0.1","-1.7","0.2","1.7","181.4"
"0.1","-1.2","0.0","1.2","181.4"
"0.0","-0.8","-0.2","0.8","181.4"
"-0.4","-0.6","-0.3","0.8","181.4"
"-0.6","-0.6","-0.6","1.0","181.5"
"-0.8","-0.8","-0.9","1.4","181.5"
"-1.0","-1.0","-1.5","2.1","181.5"
"-3.7","-1.9","-14.7","15.3","181.5"
"-4.3","-2.0","-13.1","13.9","181.5"
"-1.3","-0.9","-1.3","2.0","181.5"
"0.6","-0.7","4.3","4.4","181.5"
"0.9","-1.6","5.4","5.7","181.5"
"1.9","-2.2","5.2","6.0","181.5"
"3.0","-1.1","3.2","4.5","181.5"
"2.8","0.0","1.3","3.1","181.6"
"2.0","0.6","0.1","2.1","181.6"
"0.8","0.8","-0.5","1.2","181.6"
"-0.7","0.9","-3.9","4.1","181.6"
"-1.5","1.1","-6.3","6.6","181.6"
"-0.9","1.4","-3.3","3.7","181.6"
"-0.3","1.3","2.3","2.7","181.6"
"0.0","1.3","6.4","6.5","181.6"
"-0.7","1.3","7.5","7.6","181.6"
"-1.9","0.9","7.4","7.7","181.6"
"-2.5","0.6","6.9","7.4","181.6"
"-1.8","0.8","5.6","5.9","181.7"
"-0.7","0.8","3.6","3.8","181.7"
"-0.4","0.3","1.7","1.8","181.7"
"0.0","-0.1","0.0","0.1","181.7"
"0.1","-0.6","-1.2","1.3","181.7"
"-0.2","-1.2","-2.9","3.1","181.7"
"-1.8","-1.7","-3.1","4.0","181.7"
"-2.2","-1.4","-3.3","4.2","181.7"
"0.9","-1.2","-17.1","17.2","181.7"
"1.9","-1.7","-5.8","6.3","181.7"
"1.9","-0.7","2.5","3.2","181.8"
"2.1","0.5","5.9","6.3","181.8"
"2.9","1.9","5.7","6.7","181.8"
"2.9","2.9","3.5","5.4","181.8"
"2.3","3.5","1.0","4.3","181.8"
"1.5","3.7","-0.5","4.0","181.8"
"0.6","3.6","-0.7","3.7","181.8"
"0.1","3.4","-0.1","3.4","181.8"
"0.1","3.1","0.3","3.1","181.8"
"0.3","3.1","0.7","3.2","181.8"
"0.3","3.0","1.2","3.2","181.9"
"0.3","2.9","1.6","3.3","181.9"
"0.2","2.8","1.8","3.3","181.9"
"-0.2","2.8","1.7","3.3","181.9"
"-0.7","2.5","1.3","2.9","181.9"
"-0.9","2.4","0.6","2.6","181.9"
"-1.1","2.1","0.1","2.4","181.9"
"-1.0","1.6","-0.5","2.0","181.9"
"-0.4","1.1","-1.2","1.7","181.9"
"0.0","0.4","-2.3","2.3","181.9"
"0.2","-0.5","-3.5","3.5","181.9"
"-0.3","-2.1","-4.9","5.3","182.0"
"-2.7","-5.3","-10.6","12.2","182.0"
"-7.3","-10.0","-18.5","22.3","182.0"
"-9.0","-12.4","-12.1","19.5","182.0"
"-5.0","-9.0","-3.3","10.8","182.0"
"-0.6","-2.4","-1.0","2.7","182.0"
"0.5","2.2","-2.8","3.6","182.0"
"-0.9","3.3","-6.0","6.9","182.0"
"-2.5","1.1","0.0","2.7","182.0"
"-3.4","-3.2","13.8","14.6","182.0"
"-3.0","-4.5","18.5","19.3","182.1"
"1.5","-1.6","18.1","18.2","182.1"
"6.5","3.5","11.4","13.6","182.1"
"7.7","6.4","4.6","11.0","182.1"
"6.3","7.0","1.0","9.5","182.1"
"4.4","6.3","-0.7","7.7","182.1"
"2.7","4.8","-1.9","5.8","182.1"
"1.3","2.8","-1.7","3.5","182.1"
"0.0","0.7","0.0","0.7","182.1"
"-1.0","-1.4","1.4","2.2","182.1"
"-1.2","-3.2","2.0","4.0","182.1"
